,title,journal,type,date,doi,scopusID,eID,abstract,url,codeFound
221,The Knossos labyrinth: A new view of the ‘Palace of Minos’ at Knossos,The Knossos Labyrinth: A New View of the 'Palace of Minos' at Knossos,Book,01-01-12,10.4324/9780203405000,SCOPUS_ID:84917119562,2-s2.0-84917119562,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84917119562,NOT FOUND
222,Sequential development of platform to off-platform facies of the great American carbonate bank in the central Appalachians,AAPG Memoir,Book Chapter,01-01-12,10.1306/13331500M983500,SCOPUS_ID:84910008314,2-s2.0-84910008314,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84910008314,NOT FOUND
223,Paleogeography of the Great American Carbonate Bank of Laurentia in the Earliest Ordovician (Early Tremadocian): The Stonehenge Transgression,AAPG Memoir,Book Chapter,01-01-12,10.1306/13331487M983496,SCOPUS_ID:84888630485,2-s2.0-84888630485,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84888630485,NOT FOUND
224,Stonehenge remodelled,Antiquity,Article,01-01-12,10.1017/S0003598X00048225,SCOPUS_ID:84872028109,2-s2.0-84872028109,"We are pleased to present the latest account of the sequence of burial and construction at the site of Stonehenge, deduced by its most recent excavators and anchored in time by the application of Bayesian radiocarbon modelling. Five prehistoric stages are proposed, of varied duration, and related by our authors to neighbouring monuments in the Stonehenge environs. While it may never be possible to produce a definitive chronology for this most complex of monuments, the comprehensive and integrated achievement owed to these researchers has brought us much closer to that goal. It is from this firm platform that Stonehenge can begin its new era of communication with the public at large.",https://api.elsevier.com/content/abstract/scopus_id/84872028109,crossref-doi
225,Stonehenge: New contexts ancient and modern,Antiquity,Note,01-01-12,10.1017/S0003598X0004802X,SCOPUS_ID:84865996639,2-s2.0-84865996639,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84865996639,NOT FOUND
226,Did neolithic farming fail? The case for a Bronze Age agricultural revolution in the British Isles,Antiquity,Article,01-01-12,10.1017/S0003598X00047864,SCOPUS_ID:84865981676,2-s2.0-84865981676,"This paper rewrites the early history of Britain, showing that while the cultivation of cereals arrived there in about 4000 cal BC, it did not last. Between 3300 and 1500 BC Britons became largely pastoral, reverting only with a major upsurge of agricultural activity in the Middle Bronze Age. This loss of interest in arable farming was accompanied by a decline in population, seen by the authors as having a climatic impetus. But they also point to this period as the time of construction of the great megalithic monuments, including Stonehenge. We are left wondering whether pastoralism was all that bad, and whether it was one intrusion after another that set the agenda on the island.",https://api.elsevier.com/content/abstract/scopus_id/84865981676,crossref-doi
227,"Solomon's temple, stonehenge, and divine architecture in the english enlightenment",Parergon,Article,01-01-12,10.1353/pgn.2012.0033,SCOPUS_ID:84864551740,2-s2.0-84864551740,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84864551740,NOT FOUND
228,Provenancing the rhyolitic and dacitic components of the Stonehenge landscape bluestone lithology: New petrographical and geochemical evidence,Journal of Archaeological Science,Article,01-01-12,10.1016/j.jas.2011.11.020,SCOPUS_ID:84856377298,2-s2.0-84856377298,"
                  The source of the bluestone component found in the Stonehenge landscape has long been the subject of great interest and considerable debate. The bluestones are a mix of lithologies, the standing orthostats being predominantly dolerites, variably ‘spotted’, with only four of them being of dacitic and rhyolitic composition and the Altar Stone being sandstone. However in the 1920s the spotted dolerites were sourced to outcrops which comprise tors in the summit regions of the Mynydd Preseli in north Pembrokeshire, west Wales. There were also speculations about the possible sources of the dacitic and rhyolitic components, ideas which were elaborated on in the early 1990s when the original petrological provenancing was supplemented by whole-rock geochemical analysis. Most recently, new petrographical investigations have been combined with zircon geochemical data to determine the possible source of one type of rhyolite, the so-called ‘rhyolite with fabric’, found abundantly as débitage in the Stonehenge landscape (but not composing the four orthostats) to outcrops in the vicinity of Pont Saeson, especially a large craggy outcrop called Craig Rhos-y-felin, located in low ground to the north of the Mynydd Preseli. In order to test this provenance whole-rock geochemical analysis has been undertaken on samples of débitage from the Stonehenge landscape and from the Pont Saeson area, including Craig Rhos-y-felin. These data are then compared with other new and existing geochemical data for dacitic and rhyolitic lithologies recovered from the Stonehenge landscape, including the four orthostats, as well as geochemical data from outcrops of the same lithologies from the two main volcanic horizons exposed across north Pembrokeshire, namely the Fishguard Volcanic Group and the Sealyham Volcanic Formation, both of Ordovician age. This study concludes that previous, 20th century, attributions of provenance to a number of dacitic and rhyolitic outcrops in the north Pembrokeshire have been in error whilst the new data for the Pont Saeson rhyolite accords well with elemental contents recorded in the ‘rhyolite with fabric’ lithology from the Stonehenge landscape débitage. This study therefore endorses the proposal that the Pont Saeson area is indeed the source of the ‘rhyolite with fabric’ lithology recovered from numerous sites in the Stonehenge landscape, and is the only reliable provenance for any of the dacitic and rhyolitic bluestone material collected to date. It also serves to endorse the use of zircon chemistry as a provenancing tool in archaeopetrological investigations.
               ",https://api.elsevier.com/content/abstract/scopus_id/84856377298,scopus-doi
229,Tribes Hill-Rochdale formations in east Laurentia: Proxies for Early Ordovician (Tremadocian) eustasy on a tropical passive margin (New York and west Vermont),Geological Magazine,Article,01-01-12,10.1017/S0016756811000598,SCOPUS_ID:82955205820,2-s2.0-82955205820,"Abstract
                    Slow subsidence and tectonic quiescence along the New York Promontory margin of Laurentia mean that the carbonate-dominated Tribes Hill and overlying Rochdale formations serve as proxies for the magnitude and timing of Tremadocian eustatic changes. Both formations are unconformity-bound, deepening–shoaling, depositional sequences that double in thickness from the craton into the parautochthonous, western Appalachian Mountains. A consistent, ‘layer cake’ succession of member-level units of the formations persists through this region. The Tribes Hill Formation (late early Tremadocian, late Skullrockian, late Fauna B–
                    Rossodus manitouensis
                    Chron) unconformably overlies the terminal Cambrian Little Falls Formation as the lowest Ordovician unit on the New York Promontory. It was deposited during the strong early Tremadocian, or Stonehenge, transgression that inundated Laurentia, brought dysoxic/anoxic (d/a) slope water onto the shelf and led to deposition of the Schaghticoke d/a interval (black mudstone and ‘ribbon limestone’) on the Laurentian continental slope. The uniform lithofacies succession of the Tribes Hill includes a lower sand-rich member; a middle, dark grey to black mudstone that records d/a in eastern exposures; and an upper, shoaling-up carbonate highstand facies. A widespread (12000+ km
                    2
                    ) thrombolitic interval in the highstand carbonate suggests the New York Promontory was rimmed by thrombolites during deposition of the Tribes Hill. Offlap and erosion of the Tribes Hill was followed by the relatively feeble sea-level rise of the Rochdale transgression (new) in Laurentia, and deposition of the Rochdale Formation. The Rochdale transgression, correlated with the
                    Kierograptus
                    Drowning Interval in Baltica, marks a eustatic rise. The Rochdale Formation represents a short Early Ordovician interval (early late Tremadocian, middle–late Stairsian,
                    Macerodus dianae
                    Chron). It correlates with a depositional sequence that forms the middle Boat Harbour Formation in west Newfoundland and with the Rte 299 d/a interval on the east Laurentian slope. The Rochdale has a lower carbonate with abundant quartz silt (Comstock Member, new) and an upper, thrombolitic (Hawk Member, new) high-stand facies. Tribes Hill and Rochdale faunas are mollusc-rich, generally trilobite-poor, and have low diversity, Laurentian faunal province conodonts.
                    Ulrichodina rutnika
                    Landing n. sp. is rare in Rochdale conodont assemblages. Trilobites are also low in diversity, but locally form coquinas in the middle Tribes Hill. The poorly preserved Rochdale trilobites include the bathyurid
                    Randaynia
                    , at least two hystricurid species and
                    Leiostegium
                    .
                  ",https://api.elsevier.com/content/abstract/scopus_id/82955205820,crossref-doi
230,Romano-British reuse of prehistoric ritual sites,Britannia,Article,01-11-11,10.1017/S0068113X1100002X,SCOPUS_ID:84863186336,2-s2.0-84863186336,"AbstractMuch interest has been taken recently in the reuse of prehistoric ceremonial sites during later prehistory and early history, but only limited attention has been paid to this phenomenon during the Romano-British period. This article seeks to build on existing work by making a detailed study of such activity in three specific cases: the limestone caves of the Bristol Channel region, the Neolithic chambered tombs of the Cotswold-Severn area and the Peak District, and the three most spectacular prehistoric monuments of the Wessex chalklands: Stonehenge, the Avebury complex and the Uffington White Horse.",https://api.elsevier.com/content/abstract/scopus_id/84863186336,crossref-doi
231,A nuclear-free land for Kennewick Man,Proceedings of SPIE - The International Society for Optical Engineering,Conference Paper,28-07-11,10.1117/12.883011,SCOPUS_ID:79960663550,2-s2.0-79960663550,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/79960663550,NOT FOUND
232,From sites to landscapes: How computing technology is shaping archaeological practice,Computer,Article,01-07-11,10.1109/MC.2011.162,SCOPUS_ID:79960922264,2-s2.0-79960922264,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/79960922264,NOT FOUND
233,"Stonehenge rocks: A preliminary report on the incidence and distribution of lithophones on carn menyn, preseli, Wales",Time and Mind,Note,01-07-11,10.2752/175169711X12961583765171,SCOPUS_ID:79960493226,2-s2.0-79960493226,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/79960493226,NOT FOUND
234,The Gothic enterprise: A guide to understanding the Medieval cathedral,The Gothic Enterprise: A Guide to Understanding the Medieval Cathedral,Book,28-06-11,NA,SCOPUS_ID:84887717279,2-s2.0-84887717279,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84887717279,NOT FOUND
235,Putting stonehenge in its place,Scientific American,Article,01-03-11,10.1038/scientificamerican0311-48,SCOPUS_ID:79952610254,2-s2.0-79952610254,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/79952610254,NOT FOUND
236,"Stonehenge rocks: A preliminary report on the incidence and distribution of lithophones on carn menyn, preseli, Wales",Time and Mind,Note,01-01-11,10.1080/1751696X.2011.10757763,SCOPUS_ID:85023795502,2-s2.0-85023795502,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/85023795502,NOT FOUND
237,Modelling transnational environmental risks: Scenarios for decision support,"Forecasting, Warning and Responding to Transnational Risks",Book Chapter,01-01-11,10.1057/9780230316911_5,SCOPUS_ID:85015953147,2-s2.0-85015953147,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/85015953147,NOT FOUND
238,"Pagans in place, from Stonehenge to Seahenge: ‘Sacred’ archaeological monuments and artefacts in Britain","Art, Faith and Place in East Anglia: From Prehistory to the Present",Book Chapter,01-01-11,NA,SCOPUS_ID:84940369994,2-s2.0-84940369994,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84940369994,NOT FOUND
239,"Ritual and remembrance at a prehistoric ceremonial complex in central Scotland: Excavations at Forteviot, Perth and Kinross",Antiquity,Article,01-01-11,10.1017/S0003598X00068319,SCOPUS_ID:80052124908,2-s2.0-80052124908,"Aerial photography and excavations have brought to notice a major prehistoric ceremonial complex in central Scotland comparable to Stonehenge, although largely built in earth and timber. Beginning, like Stonehenge, as a cremation cemetery, it launched its monumentality by means of an immense circle of tree trunks, and developed it with smaller circles of posts and an earth bank (henge). A change of political mood in the Early Bronze Age is marked by one of Scotland's best preserved dagger-burials in a stone cist with an engraved lid. The perishable (or reusable) materials meant that this great centre lay for millennia under ploughed fields, until it was adopted, by design or by chance, as a centre of the Pictish kings.",https://api.elsevier.com/content/abstract/scopus_id/80052124908,crossref-doi
240,The mathematics in the structures of Stonehenge,Archive for History of Exact Sciences,Article,01-01-11,10.1007/s00407-010-0071-0,SCOPUS_ID:78751572627,2-s2.0-78751572627,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/78751572627,NOT FOUND
241,Stonehenge rhyolitic bluestone sources and the application of zircon chemistry as a new tool for provenancing rhyolitic lithics,Journal of Archaeological Science,Article,01-01-11,10.1016/j.jas.2010.10.014,SCOPUS_ID:78650307318,2-s2.0-78650307318,"
                  The source of the bluestones at Stonehenge has long been debated, and while there is general consensus that the so-called spotted dolerites are derived from a relatively small number of outcrops exposed in the highest parts of Mynydd Preseli, in southwest Wales the source of the rhyolitic component has attracted relatively little detailed attention. This is largely because unlike the uniqueness of the spots in the coarser grained doleritic rocks, the rhyolites are fine-grained in character and lack any obvious distinctiveness, especially in hand specimen. This makes their provenancing difficult. A recent study, however, suggested that there was a close lithological similarity between the informally-termed ‘rhyolite with fabric’ bluestone component and rhyolitic rocks from the Ordovician Fishguard Volcanic Group exposed in the Pont Saeson area of north Pembrokeshire. This study aims to see if the chemistry of zircons, which are present in both sets of samples, could be used to support the petrographical association. Analyses for certain high field strength elements (including the rare earth elements) obtained by LA-ICP-MS showed that indeed the analyses were nearly identical when compared using a range of statistical approaches, including similarity coefficients, statistical distance, and principal component analysis, while showing clear differences to sample sets which had no reason to be correlated with the Pont Saeson samples. There are two important conclusions arising from this study. Firstly, the identification of the Pont Saeson source of the ‘rhyolite with fabric’ bluestone from outcrops in low ground to the north of the Mynydd Preseli will without doubt lead to fresh debates about the mechanisms of transport of this component of the bluestones to the Stonehenge site. Secondly, the chemistry of zircons may well prove to have a wider application in the provenancing of fine-grained rhyolitic rocks which have an archaeological context.
               ",https://api.elsevier.com/content/abstract/scopus_id/78650307318,scopus-doi
242,Moon: A brief history,Moon: A Brief History,Book,01-12-10,NA,SCOPUS_ID:84903028250,2-s2.0-84903028250,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84903028250,NOT FOUND
243,"Europe, northern and western: Bronze age",Encyclopedia of Archaeology,Book Chapter,01-12-10,10.1016/B978-012373962-9.00038-8,SCOPUS_ID:84882555882,2-s2.0-84882555882,"
               The Bronze Age in northern and western Europe continued many of the developments in technology, economy, commerce, ritual, ceremony, and social complexity that began during the Late Neolithic. Long-distance trade, fueled by the demand for copper and tin to make bronze, the elaboration of mortuary rituals, and the emergence of hereditary differences in status, power, and wealth are the hallmarks of this period between about 2500 and 800BC.
            ",https://api.elsevier.com/content/abstract/scopus_id/84882555882,scopus-doi
244,Texturing surfaces to generate artistic models,BHR Group - 20th International Conference on Water Jetting,Conference Paper,01-12-10,NA,SCOPUS_ID:80051674059,2-s2.0-80051674059,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/80051674059,NOT FOUND
245,Stonehenge dating,Earth,Letter,01-09-10,NA,SCOPUS_ID:77956570691,2-s2.0-77956570691,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/77956570691,NOT FOUND
246,Processing: Quick takes: Rex Energy obtains permit for Pa. gas plant,Oil and Gas Journal,Note,23-08-10,NA,SCOPUS_ID:85117430154,2-s2.0-85117430154,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/85117430154,NOT FOUND
247,"""... into the Hands of Pure-Minded English Girls"": Hardy's Short Stories and the Late Victorian Literary Marketplace",A Companion to Thomas Hardy,Book Chapter,29-06-10,10.1002/9781444324211.ch24,SCOPUS_ID:84885500585,2-s2.0-84885500585,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84885500585,NOT FOUND
248,"May 18, 1952: Stonehenge's age solved with carbon-14",Earth,Article,01-05-10,NA,SCOPUS_ID:77951750889,2-s2.0-77951750889,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/77951750889,NOT FOUND
249,Rex Energy and Stonehenge form midstream joint venture,Pipeline and Gas Journal,Article,01-02-10,NA,SCOPUS_ID:77952903939,2-s2.0-77952903939,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/77952903939,NOT FOUND
250,Songs of the stones: An Investigation into the acoustic culture of stonehenge,IASPM Journal,Article,01-01-10,10.5429/2079-3871(2010)v1i2.10en,SCOPUS_ID:85093877632,2-s2.0-85093877632,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/85093877632,NOT FOUND
251,"Paganism, popular music and stonehenge",Pop Pagans: Paganism and Popular Music,Book Chapter,01-01-10,NA,SCOPUS_ID:84940664445,2-s2.0-84940664445,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84940664445,NOT FOUND
252,Science and technology,Virginia Woolf in Context,Book Chapter,01-01-10,10.1017/CBO9780511777103.023,SCOPUS_ID:84924113847,2-s2.0-84924113847,"As a paradigmatic modernist author, Virginia Woolf is celebrated for the ways her fiction illuminates modern and contemporary life. Woolf scholars have long debated how context - whether historical, cultural, or theoretical - is to be understood in relation to her work and how her work produces new insights into context. Drawing on an international field of leading and emergent specialists, this collection provides an authoritative resource for contemporary Woolf scholarship that explores the distinct and overlapping dimensions of her writings. Rather than survey existing scholarship, these essays extend Woolf studies in new directions by examining how the author is contextualised today. The collection also highlights connections between Woolf and key cultural, political and historical issues of the twentieth century such as avant-gardism in music and art, developments in journalism and the publishing industry, political struggles over race, gender and class and the bearings of colonialism, empire and war.",https://api.elsevier.com/content/abstract/scopus_id/84924113847,crossref-doi
253,‘A Noble Group of Barrows’: Bush Barrow and the Normanton Down Early Bronze Age Cemetery Two Centuries On,Antiquaries Journal,Article,01-01-10,10.1017/S0003581510000077,SCOPUS_ID:82455238352,2-s2.0-82455238352,"AbstractTwo hundred years after William Cunnington and Sir Richard Colt Hoare’s excavations into Bronze Age barrows on Normanton Down, Wiltshire, we offer a fresh appraisal of this renowned cemetery, which lies within sight of Stonehenge. The paper focuses specifically on burial deposits of Early Bronze Age Period 3, seen as representing a dynastic succession that controlled access to Stonehenge for a while and presided over the ceremonies therein. Pre-eminent are the finds from the Bush Barrow grave group, now housed in the Wiltshire Heritage Museum, Devizes, and still without close parallel. Long-held notions that the skeleton was extended are dispelled; instead, the grave assemblage is reconstructed around the universal crouched inhumation rite of the period, giving rise to important new implications. Special attention is also given to two probable female graves nearby; essentially contemporary, their accompaniments contrast in a number of respects, pointing to very distinct affiliations. Our capacity to reinterpret such burial complexes is a tribute to the records made by the pioneer excavators.",https://api.elsevier.com/content/abstract/scopus_id/82455238352,crossref-doi
254,Pokaiņi - The 'Latvian stonehenge',Anthropological Journal of European Cultures,Article,01-01-10,10.3167/ajec.2010.190206,SCOPUS_ID:82455224326,2-s2.0-82455224326,"The ideologies, beliefs and practices associated with new cult places in post-Soviet Latvia are discussed. When social movement for the restoration of an independent nation state started at the end of the 1980s, new pantheistic cult sites gained a certain topicality. In relation to such sites esoteric New Age style ideologies and practices were constructed. Pokaiņi forest - a remote place in Latvia, abundant in stone piles and big stones, has been interpreted as an ancient sanctuary of global significance, as a cosmological and healing centre. Latvian scholars - archaeologists, geologists and folklorists - are treating Pokaiņi as a site with traces of ancient agricultural activity, and its popularity is attributed to the 'use of good management'. The historical perspective of the Pokaiņi phenomenon and modern interpretations of its perception are discussed in the context of revitalisation movements. The analysis of the complex socio-cultural situation of Latvia in the turn of the twentieth and the twenty- first century reveals the reasons, facilitating the emergence and significance of Pokaiņi and similar phenomena in post-Soviet Latvia.",https://api.elsevier.com/content/abstract/scopus_id/82455224326,crossref-doi
255,Off-the-shelf close-range photogrammetric software for cultural heritage documentation at stonehenge,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",Conference Paper,01-01-10,NA,SCOPUS_ID:80052887725,2-s2.0-80052887725,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/80052887725,NOT FOUND
256,Stonehenge: Outcome of all first moves and pspace-completeness,ICGA Journal,Article,01-01-10,10.3233/ICG-2010-33104,SCOPUS_ID:78951484270,2-s2.0-78951484270,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/78951484270,NOT FOUND
257,Jordan's stonehenge: The endangered chalcolithic/Early Bronze Age site at al-Murayghât-Hajr al-Mansûb,Near Eastern Archaeology,Review,01-01-10,10.1086/nea20697245,SCOPUS_ID:77952901318,2-s2.0-77952901318,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/77952901318,NOT FOUND
258,Set in stone - Or is it? A case study of rock corrosion,49th Annual Conference of the Australasian Corrosion Association 2009: Corrosion and Prevention 2009,Conference Paper,01-12-09,NA,SCOPUS_ID:84867753785,2-s2.0-84867753785,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84867753785,NOT FOUND
259,The poetics of stone in Thomas Hardy's works: From the book of stone to the book of life,Cahiers Victoriens and Edouardiens,Review,01-12-09,NA,SCOPUS_ID:77949452059,2-s2.0-77949452059,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/77949452059,NOT FOUND
260,Introduction - World cultural heritage sites,Visitor Management,Editorial,03-11-09,NA,SCOPUS_ID:85071958905,2-s2.0-85071958905,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/85071958905,NOT FOUND
261,The materialization of religious structures in the time of Stonehenge,Material Religion,Article,01-11-09,10.2752/175183409X12550007729987,SCOPUS_ID:77950414519,2-s2.0-77950414519,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/77950414519,NOT FOUND
262,"The uber archaeologist: Art, GIS and the male gaze revisited",Journal of Social Archaeology,Article,02-06-09,10.1177/1469605309104138,SCOPUS_ID:66049085560,2-s2.0-66049085560,"This article emerges from collaboration with visual artist Janet Hodgson on excavations around Stonehenge. Experiencing Hodgson at work led me to re-examine how archaeologists think about visuality, particularly in criticism of the male gaze. Ideas of the gaze have significantly influenced the directions taken in studies of landscape and Geographical Information Systems (GIS) over the last 15 years. In this article I expand on and develop theoretical debate surrounding the gaze, using Hodgson's practice to illustrate my argument. I argue for a renewed critique of the politics of vision and cartographic method that assimilates recent theoretical developments. I review accounts of the gaze, and discuss recent theories of knowledge as applied to mapping and GIS. I suggest that new theories have the potential to move the gaze critique towards further exploration of the contextual complexities of visualities. I use Hodgson's artistic projects at Stonehenge to illustrate this complexity.",https://api.elsevier.com/content/abstract/scopus_id/66049085560,crossref-doi
263,The Stonehenge technique. A method for aligning coherent bremsstrahlung radiators,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",Article,21-05-09,10.1016/j.nima.2009.02.010,SCOPUS_ID:65449135861,2-s2.0-65449135861,"
                  This paper describes a technique for the alignment of crystal radiators used to produce high energy, linearly polarized photons via coherent bremsstrahlung scattering at electron beam facilities. In these experiments the crystal is mounted on a goniometer which is used to adjust its orientation relative to the electron beam. The angles and equations which relate the crystal lattice, goniometer and electron beam direction are presented here, and the method of alignment is illustrated with data taken at MAMI (the Mainz microtron). A practical guide to setting up a coherent bremsstrahlung facility and installing new crystals using this technique is also included.
               ",https://api.elsevier.com/content/abstract/scopus_id/65449135861,scopus-doi
264,"Creating Prehistory: Druids, Ley Hunters and Archaeologists in Pre-War Britain","Creating Prehistory: Druids, Ley Hunters and Archaeologists in Pre-War Britain",Book,07-04-09,10.1002/9781444302912,SCOPUS_ID:84889436042,2-s2.0-84889436042,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/84889436042,NOT FOUND
265,The megalithic story of Professor Alexander Thom,Significance,Article,01-01-09,10.1111/j.1740-9713.2009.00368.x,SCOPUS_ID:84949777469,2-s2.0-84949777469,"AbstractFifty years ago Alexander Thom, engineer, master surveyor and statistician, published a famous paper in a Royal Statistical Society journal and started a controversy. Our ancient ancestors, he said, had used a standard and astonishingly accurate measurement, the megalithic yard, to construct Stonehenge and hundreds of other megalithic monuments, all across northern Europe, and to align them as lunar observatories. Edmund Sixsmith rakes the ashes of Thom's intriguing claims.",https://api.elsevier.com/content/abstract/scopus_id/84949777469,crossref-doi
266,A year at Stonehenge,Antiquity,Article,01-01-09,10.1017/S0003598X00098185,SCOPUS_ID:77953175471,2-s2.0-77953175471,"You didn't need to be an archaeologist in 2008 to know that things were happening at Stonehenge. For years controversial plans to improve the Stonehenge environs (costed at £600m) had dominated media and much academic debate, but in November 2007 the British government announced that it couldn't afford them (Pitts 2008a). The plans were dropped (much cheaper changes are now being implemented to make Stonehenge look nice for the 2012 Olympics: English Heritage 2008). There are new broadcasts and press stories featuring the stones every year, but 2008 was different. As road protests diminished, real archaeologists took the stage.",https://api.elsevier.com/content/abstract/scopus_id/77953175471,crossref-doi
267,Not as ugly as stonehenge: Architecture and history in the first lists of historic buildings,Architectural History,Review,01-01-09,10.1017/s0066622x00004135,SCOPUS_ID:77951725513,2-s2.0-77951725513,"Four years ago Peter Draper, as your recently retired president, described his lecture as valedictory and therefore self-indulgent in its choice of topic. What a useful precedent. I hope I am not over self-indulgent to the extent of being too autobiographical, but the subject does relate to my personal experience of the practice of architectural history in the conservation of historic buildings. The history of building conservation is now developing its own quite substantial literature to which this is a small contribution. To some extent this lecture is as much about bureaucracy as about architecture, for much of my life has been spent as an official in the public service. But, so that the lecture is properly historical, most of what I will talk about happened before I was involved.One major difference between the British and American Societies of Architectural Historians is that the American Society has always involved itself in building preservation issues, whereas the Society of Architectural Historians of Great Britain does not. This recognizes the different circumstances in each country. In Great Britain we have many amenity societies directed to conservation matters; most of us will belong to one or more of them and they are centres of quite extraordinary expertise. But in view of what I will say later, it is notable that in an account of a meeting in March 1941 in Washington, reported in the first volume of the American Society’s journal, Henry-Russell Hitchcock commented on the merits of the Historic American Buildings Survey, but added that selections by local groups often lacked historical perspective and ignored anything later than the Greek Revival; that there was excessive preservation of seventeenth- and eighteenth-century houses in New England without regard to architectural merit; and that primary monuments of modern architectural history were wantonly destroyed. As concerns the latter, he cited, among others, Richardson’s Marshall Field Warehouse, and a threat to Wright’s Robie House. The representative of the National Parks Service said that 1870 was about the date limit for a building to be regarded as of interest, though the Vanderbilt House of 1895 had recently been acquired, and that attention was also being paid to groups of buildings.",https://api.elsevier.com/content/abstract/scopus_id/77951725513,crossref-doi
268,Wordsworth and the druids,Proceedings of the British Academy,Conference Paper,01-01-09,10.5871/bacad/9780197264584.003.0008,SCOPUS_ID:77951276616,2-s2.0-77951276616,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/77951276616,NOT FOUND
269,Stonehenge excavations 2008,Antiquaries Journal,Article,01-01-09,10.1017/S000358150900002X,SCOPUS_ID:77950770321,2-s2.0-77950770321,"Abstract
                    The following paper is the first published account of an excavation that took place at Stonehenge during April 2008. As this was the first excavation to take place within the stone circle for some forty years, the excavation has attracted an uncommon degree of interest, hence its publication in the
                    Antiquaries Journal
                    as an interim account of work in progress, in the form of an edited transcript of a paper first given at the Ordinary Meeting of the Society of Antiquaries of London on 9 October 2008. The paper explains that the 2008 excavation set out to date the construction of the Double Bluestone Circle at Stonehenge and to chart the subsequent history of the bluestones and their use at the monument. Evidence is presented for a provisional working date of around 2300
                    bc
                    for the construction of the Double Bluestone Circle, while it is argued that the history of the site is far more complex than has been allowed for in existing interpretations, with a multiplicity of overlapping and intercutting (though not continuous) events, including substantial late Roman, medieval and early modern activity. The excavated material, and the evidence from the surviving stones, supports the suggestion that bluestones were brought to the site because of their perceived special qualities, perhaps for their supposed healing properties, and that some knowledge of those qualities remained current in later times with the result that in excess of two-thirds of the original bluestone volume has now disappeared.
                  ",https://api.elsevier.com/content/abstract/scopus_id/77950770321,crossref-doi
270,The date of the greater stonehenge cursus,Antiquity,Article,01-01-09,10.1017/S0003598X00098070,SCOPUS_ID:77950718128,2-s2.0-77950718128,"AbstractThe Greater Cursus – 3km long and just north of Stonehenge – had been dated by a red deer antler found in its ditch in the 1940s to 2890-2460 BC. New excavations by the authors found another antler in a much tighter context, and dating a millennium earlier. It appears that the colossal cursus had already marked out the landscape before Stonehenge was erected. At that time or soon after, its lines were re-emphasised, perhaps with a row of posts in pits. So grows the subtlety of the discourse of monuments in this world heritage site.",https://api.elsevier.com/content/abstract/scopus_id/77950718128,crossref-doi
271,Who was buried at stonehenge?,Antiquity,Article,01-01-09,10.1017/S0003598X00098069,SCOPUS_ID:77950435328,2-s2.0-77950435328,"AbstractStonehenge continues to surprise us. In this new study of the twentieth-century excavations, together with the precise radiocarbon dating that is now possible, the authors propose that the site started life in the early third millennium cal BC as a cremation cemetery within a circle of upright bluestones. Britain's most famous monument may therefore have been founded as the burial place of a leading family, possibly from Wales.",https://api.elsevier.com/content/abstract/scopus_id/77950435328,crossref-doi
272,Stonehenge's mysterious stones,Earth,Article,01-01-09,NA,SCOPUS_ID:60549105987,2-s2.0-60549105987,NOT FOUND,https://api.elsevier.com/content/abstract/scopus_id/60549105987,NOT FOUND
